,train_id,name,railway_zone,Changes,start_date,SRC_station,start_time,DESC_station,end_time,duration,expected_duration,running_days,class_types,distance,average_speed,coach_order,train_route
2574,2778,Mangaluru Central - Kacheguda Special,SCR,No TT Change,,MAQ,20:05,KCG,23:40,27h 35m,25,      W     S,2S SL 3A 2A,1525 km,55 km/hr,"['  L', 'DL1', ' D6', ' D5', ' D4', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B2', ' B1', ' A1', ' D3', ' D2', ' D1', 'DL2']","['Mangaluru Dakshina Kannada 575001, Karnataka', 'Tel: 04994 220800, Kerala', 'Kanhangad, Kerala', 'Kerala 670307, Kerala', 'Kannur Tel: 0497 2705555, Kerala', 'Kannur, Kerala', 'Calicut / Station Ph No : 0496-2524254, Kerala', 'Calicut Tel: 0495 2701234, Kerala', 'Tel: 0494 2422240, Kerala', 'Ph.no 0466-2222913, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Tele; 0422 - 2301301, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pin- 517520, Andhra Pradesh', 'Pincode-516004 (near Cuddapah Arts College). Telephone Number-08562 244349., Andhra Pradesh', 'Pincode-516309, Andhra Pradesh', 'Pin- 515402, Andhra Pradesh', 'Pincode-518222, Andhra Pradesh', 'Kurnool 518004 Ph 08518-220110, Andhra Pradesh', 'Pin- 509125, Telangana', 'Pin- 509001, Telangana', '509301, Telangana', 'Tel- 040-27568624, Telangana']"
2575,6607,Kannur - Coimbatore Express Special,SR,No TT Change,,CAN,06:20,CBE,13:50,7h 30m,30,S M T W T F S,2S,275 km,37 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', 'D10', 'D11', 'D12', 'D13', 'DL2']","['Kannur Tel: 0497 2705555, Kerala', 'Kannur, Kerala', 'Near Muzhappilangad, Kerala', 'Kannur, Kerala', 'Kannur District, Kerala', 'Mahe Railway Station Road -Mahe, Puducherry', 'Calicut / Station Ph No : 0496-2524254, Kerala', 'Payyoli, Kerala', 'Thikkodi, Kerala', 'Quilandi, Kerala', 'Kozhikode district, Kerala', 'Calicut, Kerala', 'Calicut Tel: 0495 2701234, Kerala', 'Kerala 673003, Kerala', 'Feroke, Kerala', 'Kerala 673302, Kerala', 'Kerala 676312, Kerala', 'Parappanangadi, Kerala', 'Malappuram, Kerala', 'Tel: 0494 2422240, Kerala', 'Thirunavaya, Kerala', 'Malappuram, Kerala', 'Palakkad, Kerala', 'Palakkad 679303, Kerala', 'Ph.no 0466-2222913, Kerala', 'Palakkad, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Palakkad, Kerala', 'Palakkad, Kerala', 'Ettimadai, Tamil Nadu', 'Podanur jtn ph.no. 0422-2410784, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu']"
2576,6608,Coimbatore - Kannur Express Special,SR,No TT Change,,CBE,14:20,CAN,21:00,6h 40m,31,S M T W T F S,2S,275 km,41 km/hr,"['  L', 'DL2', 'D13', 'D12', 'D11', 'D10', ' D9', ' D8', ' D7', ' D6', ' D5', ' D4', ' D3', ' D2', ' D1', 'DL1']","['Tele; 0422 - 2301301, Tamil Nadu', 'Podanur jtn ph.no. 0422-2410784, Tamil Nadu', 'Ettimadai, Tamil Nadu', 'Palakkad, Kerala', 'Palakkad, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Palakkad., Kerala', 'Palakkad, Kerala', 'Ph.no 0466-2222913, Kerala', 'Palakkad 679303, Kerala', 'Palakkad, Kerala', 'Malappuram, Kerala', 'Thirunavaya, Kerala', 'Tel: 0494 2422240, Kerala', 'Malappuram, Kerala', 'Parappanangadi, Kerala', 'Kerala 676312, Kerala', 'Kerala 673302, Kerala', 'Feroke, Kerala', 'Kerala 673003, Kerala', 'Calicut Tel: 0495 2701234, Kerala', 'Calicut, Kerala', 'Kozhikode district, Kerala', 'Quilandi, Kerala', 'Thikkodi, Kerala', 'Payyoli, Kerala', 'Calicut / Station Ph No : 0496-2524254, Kerala', 'Mahe Railway Station Road -Mahe, Puducherry', 'Kannur District, Kerala', 'Kannur, Kerala', 'Near Muzhappilangad, Kerala', 'Kannur, Kerala', 'Kannur Tel: 0497 2705555, Kerala']"
2577,6095,M.G.R Chennai Central - Tirupati Special,SR,No TT Change,,MAS,14:15,TPTY,17:45,3h 30m,6,S M T W T F S,2S CC,146 km,42 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', ' C1', 'D10', 'D11', 'D12', 'D13', 'D14', 'D15', 'DL2', '  RU']","['Chennai Central 600003, Tamil Nadu', 'Tiruvallur, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'Pin - 631209, Tamil Nadu', 'nagari(m), Andhra Pradesh', 'Chittoor district 517583. Ph no 08577-221800, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Chittoor District - 517501, Andhra Pradesh']"
2578,6096,Tirupati - MGR Chennai Central Special,SR,No TT Change,,TPTY,18:10,MAS,22:00,3h 50m,8,S M T W T F S,2S CC,147 km,38 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', ' C1', 'D10', 'D11', 'D12', 'D13', 'D14', 'D15', 'DL2', '  RU']","['Chittoor District - 517501, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Chittoor district 517583. Ph no 08577-221800, Andhra Pradesh', 'nagari(m), Andhra Pradesh', 'Pin - 631209, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'Tiruvallur, Tamil Nadu', 'Ambatturavadi, Tamil Nadu', 'Chennai-600011 Phone: 044-25510359, Tamil Nadu', 'Chennai Central 600003, Tamil Nadu']"
2579,6089,Yelagiri Special,SR,No TT Change,,MAS,17:55,JTJ,22:30,4h 35m,14,S M T W T F S,2S CC,214 km,47 km/hr,"[' GS', 'SLR']","['Chennai Central 600003, Tamil Nadu', 'Chennai-600011 Phone: 044-25510359, Tamil Nadu', 'Tiruvallur, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'State Highway 61, Tamil Nadu', 'PinCode-632502, Tamil Nadu', 'PIN CODE 632505, Tamil Nadu', 'Ranipet Dist-632501, Tamil Nadu', 'Sipcot Ranipet, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'PIN CODE 635803, Tamil Nadu', 'SH 130, Tamil Nadu', 'SH 130, Tamil Nadu', 'Tamil Nadu 635802, Tamil Nadu', 'Vaniyambadi, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu']"
2580,6090,Yelagiri Special,SR,No TT Change,,JTJ,05:00,MAS,09:20,4h 20m,14,S M T W T F S,2S CC,214 km,49 km/hr,"[' GS', 'SLR']","['Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Vaniyambadi, Tamil Nadu', 'Tamil Nadu 635802, Tamil Nadu', 'SH 130, Tamil Nadu', 'SH 130, Tamil Nadu', 'PIN CODE 635803, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Sipcot Ranipet, Tamil Nadu', 'Ranipet Dist-632501, Tamil Nadu', 'PIN CODE 632505, Tamil Nadu', 'PinCode-632502, Tamil Nadu', 'State Highway 61, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'Tiruvallur, Tamil Nadu', 'Chennai-600011 Phone: 044-25510359, Tamil Nadu', 'Chennai Central 600003, Tamil Nadu']"
2581,2782,Andhra Pradesh Sampark Kranti Special,SCR,No TT Change,,NZM,05:20,TPTY,20:35,39h 15m,16,S     W   F  ,2S SL 3A 2A,2304 km,59 km/hr,"['  L', 'DL2', ' D3', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' PC', ' S1', ' B4', ' B3', ' B2', ' B1', ' A1', ' D2', ' D1', 'DL1']","['Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', '462001, Madhya Pradesh', 'PIN - 440001, Maharashtra', 'Balharshah 442901, Maharashtra', 'Tel- 08738-238717, Telangana', 'Peddapalli Dist. Ph : 08728 - 255237 Pin Code - 505208, Telangana', ', Telangana', 'Tel- 040-27568624, Telangana', 'Pin- 509001, Telangana', 'Pin- 509125, Telangana', 'Kurnool 518004 Ph 08518-220110, Andhra Pradesh', 'Pincode-518222, Andhra Pradesh', 'Pin- 515411, Andhra Pradesh', 'Pincode-516309, Andhra Pradesh', 'Pincode-516004 (near Cuddapah Arts College). Telephone Number-08562 244349., Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Chittoor District - 517501, Andhra Pradesh']"
2582,2781,Andhra Pradesh Sampark Kranti Special,SCR,No TT Change,,TPTY,05:40,NZM,18:35,36h 55m,18,  M   W   F  ,2S SL 3A 2A,2304 km,62 km/hr,"['  L', 'HCP', 'DL1', ' D1', ' D2', ' A1', ' B1', ' B2', ' B3', ' B4', ' S1', ' PC', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', ' D3', 'DL2']","['Chittoor District - 517501, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Pincode-516004 (near Cuddapah Arts College). Telephone Number-08562 244349., Andhra Pradesh', 'Pincode-516309, Andhra Pradesh', 'Pin- 515411, Andhra Pradesh', 'Pincode-518222, Andhra Pradesh', 'Kurnool 518004 Ph 08518-220110, Andhra Pradesh', 'Pin- 509125, Telangana', 'Pin- 509001, Telangana', 'Tel- 040-27568624, Telangana', ', Telangana', 'Peddapalli Dist. Ph : 08728 - 255237 Pin Code - 505208, Telangana', '504208 Ph : 08736 - 254445, Telangana', 'Tel- 08735 223298, Telangana', 'Tel- 08738-238717, Telangana', 'Balharshah 442901, Maharashtra', 'PIN - 440001, Maharashtra', '462001, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT']"
2583,9709,Udaipur City - Kamakhya Kavi Guru Special (PT),NWR,No TT Change,,UDZ,16:00,KYQ,00:35,56h 35m,41,  M          ,2S SL 3A 2A,2612 km,46 km/hr,"['  L', 'EOG', ' D1', ' D2', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' PC', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' A1', ' D3', ' D4', 'EOG', '  AH']","['Udaipur, Rajasthan', 'Udaipur, Rajasthan', 'Dist. Udaipur - 313203, Rajasthan', 'Chittaurgarh, Rajasthan', 'Bhilwara 311001, Rajasthan', 'Ajmer-305001, Rajasthan', 'Jaipur - 302006, Rajasthan', '302015, Rajasthan', '303313, Rajasthan', 'Bharatpur, Rajasthan', 'Agra District, Uttar Pradesh', 'Mathura, Uttar Pradesh', 'Hathras(05722-242803), Uttar Pradesh', 'Uttar Pradesh 207123, Uttar Pradesh', 'Farrukhabad Pincode 209625, Uttar Pradesh', 'KANPUR-208 003, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'District Gonda, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'Deoria- 274001, Uttar Pradesh', 'PIN :- 274701, Uttar Pradesh', 'Siwan 841226, Bihar', 'Tel: 06152-220055, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '848101, Bihar', 'District - Begusarai, Bihar', 'PIN - 851101 . Dist - Begusarai, Bihar', 'Near Power House. 06244-223596, Bihar', 'Tel.-06421-223152, Bihar', 'Katihar 854105, Bihar', 'Pin - 854317, Bihar', 'Dist - Kishanganj, Bihar', 'Dist - Jalpaiguri, West Bengal', 'Dist : Alipurduar, West Bengal', 'Dist - Alipurduar, West Bengal', 'Dist - Kokrajhar (B.T.A.D.), Assam', 'Dist - Bongaigaon, Assam', 'Dist - Goalpara, Assam', 'Dist - Kamrup Metropolitan, Assam']"
2584,9710,Kamakhya - Udaipur City Kavi Guru Special,NWR,No TT Change,,KYQ,18:30,UDZ,00:35,54h 5m,41,        T    ,2S SL 3A 2A,2612 km,48 km/hr,"['  L', 'EOG', ' D1', ' D2', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' PC', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' A1', ' D3', ' D4', 'EOG', '  AH']","['Dist - Kamrup Metropolitan, Assam', 'Dist - Goalpara, Assam', 'Dist - Bongaigaon, Assam', 'Dist - Kokrajhar (B.T.A.D.), Assam', 'Dist - Alipurduar, West Bengal', 'Dist : Alipurduar, West Bengal', 'Dist - Jalpaiguri, West Bengal', 'Dist - Kishanganj, Bihar', 'Pin - 854317, Bihar', 'Katihar 854105, Bihar', 'Tel.-06421-223152, Bihar', 'Near Power House. 06244-223596, Bihar', 'PIN - 851101 . Dist - Begusarai, Bihar', 'District - Begusarai, Bihar', '848101, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', 'Ph:06224-272230, Bihar', 'Tel: 06152-220055, Bihar', 'Siwan 841226, Bihar', 'PIN :- 274701, Uttar Pradesh', 'Deoria- 274001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'District Gonda, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'KANPUR-208 003, Uttar Pradesh', 'Farrukhabad Pincode 209625, Uttar Pradesh', 'Uttar Pradesh 207123, Uttar Pradesh', 'Hathras(05722-242803), Uttar Pradesh', 'Mathura, Uttar Pradesh', 'Agra District, Uttar Pradesh', 'Bharatpur, Rajasthan', '303313, Rajasthan', '302015, Rajasthan', 'Jaipur - 302006, Rajasthan', 'Ajmer-305001, Rajasthan', 'Bhilwara 311001, Rajasthan', 'Chittaurgarh, Rajasthan', 'Dist. Udaipur - 313203, Rajasthan', 'Udaipur, Rajasthan', 'Udaipur, Rajasthan']"
2585,6328,Guruvayur - Punalur Special,SR,No TT Change,,GUV,05:45,PUU,14:35,8h 50m,32,S M T W T F S,2S CC,295 km,33 km/hr,[],"['680101 Ph:0487-2554300, Kerala', 'Thrissur Ph: 0487-2336478, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Thrissur Phone 0487-2352325, Kerala', 'Pudukad Thrissur 0487 - 2751320, Kerala', 'Ph 0487-2881243, Kerala', 'Ph: 0480- 2701368, Kerala', 'Ernakulam District, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0484-2624141, Kerala', 'Ernakulam, Kerala', '0484- 2344202, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Ernakulam Ph 0484 2777375, Kerala', 'Ernakualm-682314 Ph 0484 2740234, Kerala', 'Kottayam Ph 04829 257138, Kerala', 'Kottayam Ph 0482 9236356, Kerala', 'Kottayam Ph 04829-242319, Kerala', 'Kottayam 686562 Ph : 0481 2535531, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Kottayam Ph: 0481- 2420108, Kerala', 'Pathanamthitta Ph 0469-2601314, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Alappuzha Ph 0479 - 2302249, Kerala', 'Alappuzha Ph;0479-2442042, Kerala', 'Pincode-690518, Kerala', 'Pincode-690543, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Pincode-691004, Kerala', 'Pincode-691501, Kerala', 'Pincode-691505, Kerala', 'Pincode-691506, Kerala', 'Avaneeswaram Pathanapuram Rd, Kerala', 'Pincode-691305.Telephone Number; 0475-2222606, Kerala']"
2586,6327,Punalur - Guruvayur Special,SR,No TT Change,,PUU,18:25,GUV,02:20,7h 55m,26,S M T W T F S,2S CC,295 km,37 km/hr,"['  L', 'SL2', 'D13', 'D12', 'D11', 'D10', ' D9', ' D8', ' D7', ' D6', ' D5', ' D4', ' D3', ' D2', ' D1', ' C1', 'D16', 'D15', 'D14', 'SL1']","['Pincode-691305.Telephone Number; 0475-2222606, Kerala', 'Avaneeswaram Pathanapuram Rd, Kerala', 'Pincode-691506, Kerala', 'Pincode-691505, Kerala', 'Pincode-691501, Kerala', 'Pincode-691004, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Pincode-690543, Kerala', 'Pincode-690518, Kerala', 'Alappuzha Ph;0479-2442042, Kerala', 'Alappuzha Ph 0479 - 2302249, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Pathanamthitta Ph 0469-2601314, Kerala', 'Kottayam Ph: 0481- 2420108, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Kottayam 686562 Ph : 0481 2535531, Kerala', 'Kottayam Ph 04829-242319, Kerala', 'Kottayam Ph 0482 9236356, Kerala', 'Kottayam Ph 04829 257138, Kerala', 'Ernakualm-682314 Ph 0484 2740234, Kerala', 'Ernakulam Ph 0484 2777375, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', '0484- 2344202, Kerala', 'Ernakulam, Kerala', 'Ph: 0484-2624141, Kerala', 'Phone: 0484-2452340, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', '680101 Ph:0487-2554300, Kerala']"
2587,3024,Gaya - Howrah Special,ER,No TT Change,,GAYA,12:20,HWH,03:50,15h 30m,28,S M T W T F S,2S SL 3A 2A,654 km,42 km/hr,"['  L', 'DL2', ' D5', ' D4', ' A1', ' B2', ' B1', ' S4', ' S3', ' S2', ' S1', ' D3', ' D2', ' D1', 'DL1']","['0631-2220283, Bihar', 'Pin - 805103, Bihar', 'Nawada, Bihar', 'Pin - 805130, Bihar', 'Pin - 805124, Bihar', 'Pin - 811105, Bihar', 'Pin - 811107, Bihar', 'Lakhisarai-811311, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'Dist-lakhisarai, Bihar', 'Pin - 811112, Bihar', 'Pin - 811212, Bihar', 'Dist:Munger, Bihar', 'Pin code-811211, Bihar', 'Sultanganj ; Phone no.0641-2492026 ; Dist-Bhagalpur ; Pin - 813213, Bihar', 'Dist :- Bhagalpur, Bihar', 'Pin Code - 812002, Bihar', 'Pin - 813204, Bihar', 'Pin - 813209, Bihar', 'Dist - Sahibganj, Jharkhand', 'Dist - Sahibganj, Jharkhand', 'Dist - Sahibganj, Jharkhand', 'Dist - Pakur, Jharkhand', 'Dist - Birbhum, West Bengal', 'Dist - Birbhum, West Bengal', 'Dist - Birbhum, West Bengal', 'Dist - Birbhum, West Bengal', 'Dist- Purba Barddhaman, West Bengal', 'Dist - Hooghly, West Bengal', 'Dist - Howrah, West Bengal']"
2588,5675,Agartala - Dharmanagar Special,NFR,No TT Change,,AGTL,17:45,DMR,21:45,4h 0m,12,S M T W T F S,2S SL 3A,139 km,35 km/hr,[],"['Dist - West Tripura, Tripura', 'Dist - West Tripura, Tripura', 'West Tripura District, Tripura', 'Dist - Khowai, Tripura', 'Dist - Khowai, Tripura', 'Pin ; 799289, Tripura', 'Dist - Dhalai, Tripura', 'Dist - Dhalai, Tripura', 'Pin ; 799275, Tripura', 'Dist - Unakoti, Tripura', 'Dist - Unakoti, Tripura', 'Dist - Unakoti, Tripura', 'Dist - North Tripura, Tripura', 'Dist - North Tripura, Tripura']"
2589,5676,Dharmanagar - Agartala Special,NFR,No TT Change,,DMR,06:00,AGTL,10:00,4h 0m,12,S M T W T F S,2S SL 3A,139 km,35 km/hr,[],"['Dist - North Tripura, Tripura', 'Dist - North Tripura, Tripura', 'Dist - Unakoti, Tripura', 'Dist - Unakoti, Tripura', 'Dist - Unakoti, Tripura', 'Pin ; 799275, Tripura', 'Dist - Dhalai, Tripura', 'Dist - Dhalai, Tripura', 'Pin ; 799289, Tripura', 'Dist - Khowai, Tripura', 'Dist - Khowai, Tripura', 'West Tripura District, Tripura', 'Dist - West Tripura, Tripura', 'Dist - West Tripura, Tripura']"
2590,2361,Asansol - Mumbai CSMT SF Special (PT),ER,No TT Change,,ASN,19:45,CSMT,06:00,34h 15m,19,S            ,2S SL 3A 2A,2038 km,60 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'S11', 'S12', 'S13', ' B1', ' B2', ' B3', ' A1', ' D4', ' D5', 'DL2']","['Dist - Paschim Bardhaman, West Bengal', 'Dist - Jamtara, Jharkhand', '06432-224478, Jharkhand', 'Deoghar-814142, Jharkhand', 'Phone No: 06349-223142, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'Patna 800001, Bihar', '802101, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Dist. Mirzapur - 231001 Tel: 05442-220095, Uttar Pradesh', 'Prayagraj, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Manmad 423104, Maharashtra', 'Kalyan-421301, Maharashtra', 'Dadar(West)-400028, Maharashtra', 'Mumbai- 400001, Maharashtra']"
2591,3425,Malda Town - Surat Weekly Special (PT),ER,No TT Change,Feb-06,MLDT,12:30,ST,04:00,39h 30m,26,            S,2S SL 3A 2A,2123 km,54 km/hr,[' DGR'],"['Dist - Maldah, West Bengal', 'Dist - Murshidabad, West Bengal', 'Dist - Pakur, Jharkhand', 'Dist - Birbhum, West Bengal', 'Pincode-731101. Telephone Number-03462 255131 / 03462 255559, West Bengal', 'Dist - Paschim Bardhaman, West Bengal', 'Dist - Paschim Bardhaman, West Bengal', 'Railway inquiry - 0326-2319801, Jharkhand', '06549-242555, Jharkhand', '06542-253861, Jharkhand', 'PIN - 835101, Jharkhand', 'Jharkhand 834001, Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Bilaspur, Chhattisgarh', 'Raipur, Chhattisgarh', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Gondia 441614, Maharashtra', 'PIN - 440001, Maharashtra', 'Wardha 442001, Maharashtra', 'Amravati 444701, Maharashtra', 'Akola-444001, Maharashtra', 'Malkapur, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Jalgaon 425001, Maharashtra', '425401., Maharashtra', 'Pin; 425412, Maharashtra', 'Surat 395001, Gujarat']"
2592,3510,Gonda - Asansol Weekly Special,ER,No TT Change,,GD,15:00,ASN,11:25,20h 25m,19,      W      ,2S SL 3A,861 km,42 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' B1', ' B2', ' D4', ' D5', ' D6', 'DL2', ' MUR']","['Gonda 271002, Uttar Pradesh', 'District Gonda, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', '223101, Uttar Pradesh', 'Uttar Pradesh 276304 ?, Uttar Pradesh', 'Azamgarh, Uttar Pradesh', 'Uttar Pradesh 275101, Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Tel: 06152-220055, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '848101, Bihar', 'District - Begusarai, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'Phone No: 06349-223142, Bihar', 'Deoghar-814142, Jharkhand', '06432-224478, Jharkhand', 'Dist - Jamtara, Jharkhand', 'Dist - Paschim Bardhaman, West Bengal']"
2593,3508,Gorakhpur - Asansol Weekly Special,ER,No TT Change,,GKP,20:55,ASN,11:25,14h 30m,13,            S,2S SL 3A,643 km,44 km/hr,"['  L', 'DL2', ' D6', ' D5', ' D4', ' B2', ' B1', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' D3', ' D2', ' D1', 'DL1']","['Gorakhpur 273012, Uttar Pradesh', 'Deoria- 274001, Uttar Pradesh', 'PIN :- 274701, Uttar Pradesh', 'Siwan 841226, Bihar', 'Tel: 06152-220055, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '848101, Bihar', 'District - Begusarai, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'Phone No: 06349-223142, Bihar', 'Deoghar-814142, Jharkhand', '06432-224478, Jharkhand', 'Dist - Jamtara, Jharkhand', 'Dist - Paschim Bardhaman, West Bengal']"
2594,3507,Asansol - Gorakhpur Weekly Special,ER,No TT Change,,ASN,16:15,GKP,05:40,13h 25m,13,          F  ,2S SL 3A,643 km,48 km/hr,"['  L', 'DL1', ' D1', ' D2', ' D3', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' B1', ' B2', ' D4', ' D5', ' D6', 'DL2']","['Dist - Paschim Bardhaman, West Bengal', 'Dist - Jamtara, Jharkhand', '06432-224478, Jharkhand', 'Deoghar-814142, Jharkhand', 'Phone No: 06349-223142, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'District - Begusarai, Bihar', '848101, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', 'Ph:06224-272230, Bihar', 'Tel: 06152-220055, Bihar', 'Siwan 841226, Bihar', 'PIN :- 274701, Uttar Pradesh', 'Deoria- 274001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh']"
2595,2847,Ranchi - New Delhi Garib Rath Special (PT),SER,No TT Change,,RNC,16:25,NDLS,11:10,18h 45m,14,  M T     F  ,3A,1341 km,72 km/hr,"['  L', 'GD1', ' G1', ' G2', ' G3', ' G4', ' G5', ' G6', ' G7', ' G8', ' G9', 'G10', 'G11', 'G12', 'G13', 'G14', 'G15', 'G16', 'GD2']","['Jharkhand 834001, Jharkhand', 'PIN - 835101, Jharkhand', 'PH - 0653-255225, Jharkhand', 'Pincode :- 829203, Jharkhand', '829207, Jharkhand', '230812, Jharkhand', 'Palamu Pn. no - 06584-262777, Jharkhand', 'Distt. Palamau 822116, Jharkhand', '824303, Bihar', 'Phone - (06184-253154), Bihar', '06184-222051, Bihar', '06187-222222, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Ajmeri Gate 110002, Delhi NCT']"
